Date,High,Low,Open,Close,Volume,Adj Close
2021-07-26,192.9600067138672,190.39999389648438,192.3300018310547,191.1199951171875,1272600,191.1199951171875
2021-07-27,195.36000061035156,190.17999267578125,190.17999267578125,192.6999969482422,1761200,192.6999969482422
2021-07-28,194.1699981689453,190.91000366210938,193.0,191.6199951171875,1679100,191.6199951171875
2021-07-29,195.08999633789062,193.0,193.05999755859375,194.375,629764,194.375
