Date,High,Low,Open,Close,Volume,Adj Close
2021-07-26,157.63999938964844,155.33999633789062,156.47999572753906,156.02999877929688,1708400,156.02999877929688
2021-07-27,157.22999572753906,154.3000030517578,155.1199951171875,156.13999938964844,1326600,156.13999938964844
2021-07-28,156.92999267578125,154.75999450683594,156.36000061035156,155.4600067138672,1890700,155.4600067138672
2021-07-29,157.88999938964844,155.97000122070312,156.63999938964844,157.5,379235,157.5
